workerid,proliferate.condition,condition,item,persona,question,response,scenario,slide_number_in_experiment,error
121,condition1,nm,food,ea,Which phone is Alex looking at in the picture?,j,Alex and Eva need to order food for an event. The manager just sent their quote.,54,
121,condition1,screen_false,grandpa,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler want to take their grandpa fishing.,55,
121,condition1,nm,weddingdistance,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex have been invited to a wedding. They're figuring out the logistics.,56,
128,condition1,,training1,,Which of these two phones is the one Tyler is looking at?,j,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,5,
128,condition1,,training2,,Which of these two phones is the one Tyler is looking at?,f,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,6,
128,condition1,,training3,,Which of these two phones is the one Tyler is looking at?,j,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,7,
128,condition1,screen_false,lake,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler want to go camping on a lake. They have several options.,9,
128,condition1,nnm,planeticket,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex are looking for a one-way plane ticket.,10,
128,condition1,screen_underinf,outoftown,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are planning a trip out of town.,11,
128,condition1,nm,friendvisit,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex want to go visit a friend and need to figure out how far she lives from where they are.,12,
128,condition1,screen_true,threerestaurants,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler have been recommended three restaurants.,13,
128,condition1,m,hotelroom,ea,Which phone is Alex looking at in the picture?,j,Alex and Eva need to book a hotel room for a night. They've considered different options.,14,
128,condition1,screen_false,downstate,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are visiting a friend downstate and want to avoid paying tolls.,15,
128,condition1,nm,reunioncost,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex have been invited to a friend reunion. They're considering driving there.,16,
128,condition1,screen_true,weekendhotel,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are considering some hotels for a weekend out of town.,17,
128,condition1,mm,cousinsThanksgiving,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex want to go visit their cousins for Thanksgiving.,18,
128,condition1,screen_true,business,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to book a hotel for a business trip.,19,
128,condition1,m,weddingdistance,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex have been invited to a wedding. They're figuring out the logistics.,20,
128,condition1,screen_underinf,newapartment,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a new apartment. They narrowed down their list to three.,21,
128,condition1,mm,walkinthepark,ea,Which phone is Alex looking at in the picture?,j,Eva would like to take a walk at the park before it gets dark. She asks Alex for the time.,22,
128,condition1,screen_underinf,arearestaurants,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler have been recommended some restaurants in the area.,23,
128,condition1,m,auntThanksgiving,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex have been invited to spend Thanksgiving with Alex's aunt.,24,
128,condition1,screen_underinf,event,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a venue for an event.,25,
128,condition1,nm,friendshouse,ea,Which phone is Alex looking at in the picture?,j,"Eva and Alex want to drop by a friend's house. Her phone is dead, so she asks for the time.",26,
128,condition1,screen_false,eating,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are browsing options for eating outside.,27,
128,condition1,m,elena,ea,Which phone is Alex looking at in the picture?,j,"Elena, a friend of Alex and Eva, is in the US for a conference. Alex and Eva want to visit her.",28,
128,condition1,screen_underinf,car,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking to buy a car. They have three options in mind.,29,
128,condition1,m,beforedark,ea,Which phone is Alex looking at in the picture?,f,"Eva would like to get home before it's dark. Her phone is dead, so she asks Alex for the time.",30,
128,condition1,screen_false,tickets,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for tickets for a game.,31,
128,condition1,nm,apples,ea,Which phone is Alex looking at in the picture?,j,"Alex and Eva want to go apple picking, but they don't know much about what their area offers.",32,
128,condition1,screen_underinf,conference,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for hotels for a conference out of state.,33,
128,condition1,mm,camping,ea,Which phone is Alex looking at in the picture?,j,Alex and Eva are out of town. They are trying to figure out a good spot for a camping trip.,34,
128,condition1,screen_true,recipes,ea,Which phone is Tyler looking at in the picture?,f,Tyler is looking to cook something new and has a few recipes in mind.,35,
128,condition1,nm,couch,ea,Which phone is Alex looking at in the picture?,j,"Eva and Alex would like to buy a new couch. She has a specific type in mind, so she asks Alex to look up the price.",36,
128,condition1,screen_true,airbnb,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are looking for AirBnB apartments.,37,
128,condition1,nnm,walk,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex want to go for a walk. Eva is debating whether it'd be better to grab some food before.,38,
128,condition1,screen_true,snow,ea,Which phone is Tyler looking at in the picture?,f,"It's snowing, and Becky and Tyler are figuring out if public transit has been impacted.",39,
128,condition1,nnm,sunny,ea,Which phone is Alex looking at in the picture?,j,"It's sunny outside, and Eva would like to go for a walk. She asks Alex for the time.",40,
128,condition1,screen_true,cafes,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler just moved to a new city. They have a list of cafes they want to try.,41,
128,condition1,mm,trip,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex are planning a trip to visit a friend.,42,
128,condition1,screen_true,backpacking,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to go on a 3 day backpacking trip.,43,
128,condition1,nnm,reuniondistance,ea,Which phone is Alex looking at in the picture?,j,Eva has been invited to a friend reunion. She's considering driving there.,44,
128,condition1,screen_underinf,van,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a venue for an event.,45,
128,condition1,nm,picnic,ea,Which phone is Alex looking at in the picture?,j,"Eva and Alex are going to have a picnic, but Eva needs to stop at home first.",46,
128,condition1,screen_underinf,bars,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are visiting a new town. There are some bars nearby.,47,
128,condition1,m,friendsdinner,ea,Which phone is Alex looking at in the picture?,f,Alex and Eva are going to a friend's place for dinner. Eva needs to first run some errands before going.,48,
128,condition1,screen_true,beach,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are on a vacation trip and want to go to the beach.,49,
128,condition1,mm,weddingcost,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex have been invited to a wedding.,50,
128,condition1,screen_false,apartments,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are apartment hunting. They're visiting three places today.,51,
128,condition1,mm,movies,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex want to go to the movies. Eva's phone is dead and she doesn't want to lose track of time.,52,
128,condition1,screen_true,bikeride,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to go for a bike ride in a park out of town.,53,
128,condition1,nnm,backcountry,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex are planning a trip to visit a friend who lives in the backcountry.,54,
128,condition1,screen_false,grandpa,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler want to take their grandpa fishing.,55,
128,condition1,nnm,food,ea,Which phone is Alex looking at in the picture?,j,Alex and Eva need to order food for an event. The manager just sent their quote.,56,
112,condition1,,training1,,Which of these two phones is the one Tyler is looking at?,j,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,5,
112,condition1,,training2,,Which of these two phones is the one Tyler is looking at?,f,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,6,
112,condition1,,training3,,Which of these two phones is the one Tyler is looking at?,j,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,7,
112,condition1,screen_true,airbnb,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are looking for AirBnB apartments.,9,
112,condition1,nnm,walkinthepark,ea,Which phone is Alex looking at in the picture?,f,Eva would like to take a walk at the park before it gets dark. She asks Alex for the time.,10,
112,condition1,screen_true,cafes,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler just moved to a new city. They have a list of cafes they want to try.,11,
112,condition1,m,reunioncost,ea,Which phone is Alex looking at in the picture?,f,Eva and Alex have been invited to a friend reunion. They're considering driving there.,12,
112,condition1,screen_false,apartments,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are apartment hunting. They're visiting three places today.,13,
112,condition1,m,friendsdinner,ea,Which phone is Alex looking at in the picture?,f,Alex and Eva are going to a friend's place for dinner. Eva needs to first run some errands before going.,14,
112,condition1,screen_true,beach,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are on a vacation trip and want to go to the beach.,15,
